box_id,category,distance,volume,lidar_points,radar_points,fusion_points,lidar_density,radar_density,fusion_density,scene
unknown,static_object.traffic_sign,20.146948875769333,3.1329020427978573,430,3,433,137.25293485907585,0.957578615295878,138.21051347437174,scene_bridge_city
unknown,vehicle.ego_trailer,4.806813550720491,134.95619428125542,4240,11,4251,31.417602004718876,0.0815079297292235,31.499109934448096,scene_bridge_city
unknown,vehicle.car,152.12789830134685,12.471736025163528,2,1,3,0.1603625987564771,0.0801812993782385,0.2405438981347157,scene_bridge_city
unknown,static_object.traffic_sign,65.02623535814178,1.276255127272862,13,0,13,10.186051144631849,0.0,10.186051144631849,scene_bridge_city
unknown,static_object.traffic_sign,47.48314610707799,3.1538650025568744,2,0,2,0.6341425515608871,0.0,0.6341425515608871,scene_bridge_city
unknown,vehicle.car,72.39898478939152,14.532191194035162,6,0,6,0.412876483655317,0.0,0.412876483655317,scene_bridge_city
unknown,static_object.traffic_sign,74.0827671613571,7.935844010643766,6,0,6,0.7560632482131251,0.0,0.7560632482131251,scene_bridge_city
unknown,static_object.traffic_sign,58.39954571491505,1.1214720396713784,29,0,29,25.858870283112704,0.0,25.858870283112704,scene_bridge_city
unknown,static_object.traffic_sign,32.96281846659368,0.3995164901538114,136,0,136,340.4114807567538,0.0,340.4114807567538,scene_bridge_city
unknown,vehicle.car,49.94472305579556,10.35746192519689,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,30.95732675909214,2.472417048081333,211,3,214,85.34158918041037,1.2133875238920906,86.55497670430245,scene_bridge_city
unknown,vehicle.car,9.407357055119494,11.968065602738148,263,0,263,21.97514692264294,0.0,21.97514692264294,scene_bridge_city
unknown,vehicle.car,127.87603689305652,11.719536732603578,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,50.95926550317461,0.5359172443802831,60,1,61,111.95758417772508,1.8659597362954177,113.82354391402048,scene_bridge_city
unknown,static_object.traffic_sign,37.16288743723644,1.175178207961175,111,0,111,94.4537596494192,0.0,94.4537596494192,scene_bridge_city
unknown,static_object.traffic_sign,55.71432235417153,0.8006262225859061,47,1,48,58.70404774926912,1.2490222925376409,59.95307004180676,scene_bridge_city
unknown,vehicle.car,75.87610078539495,11.17934818146155,1,0,1,0.0894506534520748,0.0,0.0894506534520748,scene_bridge_city
unknown,human.pedestrian.adult,44.16215947355665,1.7743498199484296,174,0,174,98.06408975489242,0.0,98.06408975489242,scene_bridge_city
unknown,static_object.traffic_sign,58.82875490167202,0.4673333848530254,29,0,29,62.05420143292436,0.0,62.05420143292436,scene_bridge_city
unknown,vehicle.car,82.79499246908034,13.263099942835831,3,0,3,0.2261914645090549,0.0,0.2261914645090549,scene_bridge_city
unknown,static_object.traffic_sign,180.27647428447924,0.9447676387392204,2,0,2,2.1169226357805533,0.0,2.1169226357805533,scene_bridge_city
unknown,human.pedestrian.child,33.1698343116492,1.115319468156578,182,4,186,163.1819449012337,3.5864163714556856,166.7683612726894,scene_bridge_city
unknown,vehicle.car,60.93242796559658,8.98181895889175,1,0,1,0.1113360227562845,0.0,0.1113360227562845,scene_bridge_city
unknown,vehicle.trailer,6.8360125082994525,21.93506259085896,22235,18,22253,1013.6738797939896,0.8206039953358134,1014.4944837893252,scene_bridge_city
unknown,vehicle.trailer,10.4600774607024,147.25528318465885,483,3,486,3.2800181396161903,0.0203727834758769,3.3003909230920674,scene_bridge_city
unknown,vehicle.car,37.78314639672462,11.167759149251587,2,0,2,0.1790869567718095,0.0,0.1790869567718095,scene_bridge_city
unknown,static_object.traffic_sign,37.57893688606243,0.8666675681360644,3,2,5,3.4615348609987544,2.307689907332503,5.769224768331257,scene_bridge_city
unknown,vehicle.car,90.65301515579225,23.11691435588484,5,0,5,0.2162918425454631,0.0,0.2162918425454631,scene_bridge_city
unknown,human.pedestrian.adult,35.35840906434364,0.9481401419077315,89,3,92,93.8679801288922,3.1640892178278275,97.03206934672004,scene_bridge_city
unknown,vehicle.car,44.14717966113199,11.146857280071126,62,1,63,5.562105842231111,0.0897113845521146,5.651817226783225,scene_bridge_city
unknown,vehicle.other,18.06540165823568,18.555540110024115,455,3,458,24.520978494945503,0.1616767812853549,24.682655276230857,scene_bridge_city
unknown,vehicle.car,168.35225533377198,10.729480905077098,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,vehicle.car,72.99910851975281,11.118519596879764,1,0,1,0.0899400312502605,0.0,0.0899400312502605,scene_bridge_city
unknown,vehicle.car,63.413050904987095,8.02470382854148,3,0,3,0.3738455728833124,0.0,0.3738455728833124,scene_bridge_city
unknown,vehicle.car,49.5027226639873,11.801875405174194,55,0,55,4.6602762791316055,0.0,4.6602762791316055,scene_bridge_city
unknown,vehicle.car,93.38712036590088,14.154947794307516,15,0,15,1.0597001287445458,0.0,1.0597001287445458,scene_bridge_city
unknown,static_object.traffic_sign,44.34237710433112,2.9443438406358737,156,4,160,52.982942361211975,1.35853698362082,54.3414793448328,scene_bridge_city
unknown,vehicle.car,119.68789989563685,11.628297873152762,0,1,1,0.0,0.0859971090273482,0.0859971090273482,scene_bridge_city
unknown,vehicle.truck,5.035488613768707,59.74445165663614,3506,10,3516,58.683273555672,0.1673795594856588,58.85065311515766,scene_bridge_city
unknown,vehicle.truck,86.70845574501213,42.2950765777538,62,1,63,1.4658916596597564,0.0236434138654799,1.4895350735252362,scene_bridge_city
unknown,animal,29.48016849993149,0.281182628726166,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,56.93365084210839,0.6642727537572971,23,1,24,34.62433145105847,1.5054057152634115,36.12973716632188,scene_bridge_city
unknown,vehicle.car,56.31902103869814,11.246319287707284,20,0,20,1.7783596115629463,0.0,1.7783596115629463,scene_bridge_city
unknown,static_object.traffic_sign,69.45909521983353,0.5397894349126157,25,0,25,46.314355900735904,0.0,46.314355900735904,scene_bridge_city
unknown,human.pedestrian.adult,36.18664285353497,1.1622209470446798,12,0,12,10.32505912968946,0.0,10.32505912968946,scene_bridge_city
unknown,static_object.traffic_sign,155.26882168387525,8.497503759563047,7,0,7,0.8237713330955854,0.0,0.8237713330955854,scene_bridge_city
unknown,vehicle.car,68.6559231371412,7.1279849037956655,3,0,3,0.420876312238329,0.0,0.420876312238329,scene_bridge_city
unknown,static_object.traffic_sign,41.52617318241597,0.2491198963194106,13,0,13,52.18370829494875,0.0,52.18370829494875,scene_bridge_city
unknown,vehicle.car,78.38624124213337,13.505540158261988,1,0,1,0.0740436878704367,0.0,0.0740436878704367,scene_bridge_city
unknown,vehicle.car,40.84725368065829,13.834238388396525,175,3,178,12.649774789682777,0.2168532821088475,12.866628071791622,scene_bridge_city
unknown,static_object.traffic_sign,45.76301829601966,0.9604478132679414,60,0,60,62.47085908379435,0.0,62.47085908379435,scene_bridge_city
unknown,vehicle.car,162.2396412958965,10.634461684476223,0,1,1,0.0,0.0940339087835317,0.0940339087835317,scene_bridge_city
unknown,static_object.traffic_sign,69.7311620581986,0.7804185799567803,12,0,12,15.37636379782829,0.0,15.37636379782829,scene_bridge_city
unknown,static_object.traffic_sign,189.0975249828379,3.2789455826062865,2,0,2,0.6099521781054658,0.0,0.6099521781054658,scene_bridge_city
unknown,vehicle.car,59.88565180578171,15.740829414086145,9,1,10,0.571761484940945,0.0635290538823272,0.6352905388232722,scene_bridge_city
unknown,static_object.traffic_sign,86.28257473289779,0.5352067725930104,9,1,10,16.81593070355989,1.868436744839988,18.68436744839988,scene_bridge_city
unknown,static_object.traffic_sign,47.900739144214974,0.0863222336328397,8,0,8,92.6760078293032,0.0,92.6760078293032,scene_bridge_city
unknown,vehicle.car,103.91905082327963,13.9087643589911,2,2,4,0.1437942255961171,0.1437942255961171,0.2875884511922342,scene_bridge_city
unknown,static_object.traffic_sign,68.88271284789407,0.888800061402885,22,0,22,24.7524735374963,0.0,24.7524735374963,scene_bridge_city
unknown,static_object.traffic_sign,56.79310143095815,1.2989570382956197,18,0,18,13.85727123324884,0.0,13.85727123324884,scene_bridge_city
unknown,static_object.traffic_sign,64.96637266146635,0.9508644568083374,33,0,33,34.70526189481042,0.0,34.70526189481042,scene_bridge_city
unknown,vehicle.car,172.95468645527106,22.5975508358965,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,107.46048948856507,11.336628282524291,3,1,4,0.2646289465647011,0.0882096488549003,0.3528385954196015,scene_bridge_city
unknown,vehicle.truck,141.45620648187816,21.72844534550744,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,38.43763613261771,0.477431754494625,78,0,78,163.3741351841274,0.0,163.3741351841274,scene_bridge_city
unknown,vehicle.car,10.442818886943355,14.22365550420164,1238,6,1244,87.0381035054102,0.4218324887176585,87.45993599412786,scene_bridge_city
unknown,vehicle.car,43.7912993485297,13.358254749480755,162,0,162,12.12733272707627,0.0,12.12733272707627,scene_bridge_city
unknown,human.pedestrian.stroller,33.09482979679277,1.172115122522833,41,1,42,34.97949920802367,0.8531585172688699,35.832657725292535,scene_bridge_city
unknown,vehicle.car,126.9348423718175,17.005445742481697,5,1,6,0.2940234602324704,0.058804692046494,0.3528281522789644,scene_bridge_city
unknown,vehicle.car,89.12369583377765,8.09028238001352,3,0,3,0.3708152397018047,0.0,0.3708152397018047,scene_bridge_city
unknown,vehicle.car,143.23553062550343,20.44660150985459,6,0,6,0.2934472996457722,0.0,0.2934472996457722,scene_bridge_city
unknown,static_object.traffic_sign,80.28022550770906,0.3092243957372687,9,0,9,29.10507749086788,0.0,29.10507749086788,scene_bridge_city
unknown,static_object.traffic_sign,20.32188716505755,0.0845618868502798,26,0,26,307.46712222770066,0.0,307.46712222770066,scene_bridge_city
unknown,vehicle.car,109.63437984966468,10.586783278774924,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,vehicle.trailer,14.264781708123603,33.24121330105607,728,2,730,21.90052431019031,0.0601662755774459,21.96069058576776,scene_bridge_city
unknown,vehicle.car,58.603542403157824,10.437153820873592,90,0,90,8.623040490215462,0.0,8.623040490215462,scene_bridge_city
unknown,human.pedestrian.adult,61.10133979665958,0.4775766885239941,10,0,10,20.93904547750468,0.0,20.93904547750468,scene_bridge_city
unknown,vehicle.car,6.474877576813699,9.44062629292751,58,0,58,6.143660197994595,0.0,6.143660197994595,scene_bridge_city
unknown,static_object.traffic_sign,57.302361790681445,0.9583169472870796,47,0,47,49.0443168442897,0.0,49.0443168442897,scene_bridge_city
unknown,static_object.traffic_sign,74.51201418136618,1.0598055812813814,32,0,32,30.194217283994384,0.0,30.194217283994384,scene_bridge_city
unknown,static_object.traffic_sign,63.11545580129979,0.3907812012640357,20,0,20,51.17953457153834,0.0,51.17953457153834,scene_bridge_city
unknown,human.pedestrian.adult,43.37700847360225,0.99667950308807,68,0,68,68.22654603542226,0.0,68.22654603542226,scene_bridge_city
unknown,static_object.traffic_sign,28.461617043120807,2.2325407673688686,282,2,284,126.3134828809184,0.8958403041199886,127.2093231850384,scene_bridge_city
unknown,vehicle.bicycle,26.359306958872207,2.701058160299251,251,1,252,92.92654400754986,0.3702252749304775,93.29676928248034,scene_bridge_city
unknown,human.pedestrian.child,34.487367094284146,0.4733205122195215,35,1,36,73.94566492771675,2.11273328364905,76.0583982113658,scene_bridge_city
unknown,vehicle.car,30.918231176490774,11.999071712894796,6,0,6,0.5000386816216877,0.0,0.5000386816216877,scene_bridge_city
unknown,static_object.traffic_sign,36.10657365623101,1.2713837414853515,94,0,94,73.93519118797307,0.0,73.93519118797307,scene_bridge_city
unknown,static_object.traffic_sign,34.83503451429602,3.162138084029031,245,0,245,77.47922244048047,0.0,77.47922244048047,scene_bridge_city
unknown,static_object.traffic_sign,112.11943149909074,0.2183271855486944,1,0,1,4.580281642374608,0.0,4.580281642374608,scene_bridge_city
unknown,vehicle.car,157.29869718301836,11.055444132421544,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,vehicle.car,87.53539388648275,7.894308709093355,14,1,15,1.773429506737376,0.1266735361955268,1.9001030429329029,scene_bridge_city
unknown,human.pedestrian.adult,33.98992722494204,1.2819837559633822,54,1,55,42.12221859193544,0.7800410850358415,42.90225967697128,scene_bridge_city
unknown,static_object.traffic_sign,20.922227440225125,0.6506164966854323,211,2,213,324.30779280104355,3.0740075147018344,327.3818003157453,scene_bridge_city
unknown,static_object.traffic_sign,18.89995441032866,3.1329020427978573,422,1,423,134.6993918849535,0.3191928717652927,135.0185847567188,scene_bridge_city
unknown,vehicle.ego_trailer,4.721883372894837,134.95619428125542,5153,11,5164,38.18276017224442,0.0815079297292235,38.26426810197365,scene_bridge_city
unknown,vehicle.car,151.21825492242698,12.471736025163528,1,0,1,0.0801812993782385,0.0,0.0801812993782385,scene_bridge_city
unknown,static_object.traffic_sign,64.37083534745102,1.276255127272862,28,0,28,21.93918708074552,0.0,21.93918708074552,scene_bridge_city
unknown,static_object.traffic_sign,48.67972948316212,3.1538650025568744,11,0,11,3.487784033584879,0.0,3.487784033584879,scene_bridge_city
unknown,vehicle.car,69.29763246948302,14.532191194035162,7,0,7,0.4816892309312031,0.0,0.4816892309312031,scene_bridge_city
unknown,static_object.traffic_sign,73.73135878219789,7.935844010643766,120,0,120,15.121264964262505,0.0,15.121264964262505,scene_bridge_city
unknown,static_object.traffic_sign,57.74906504939504,1.1214720396713784,65,1,66,57.95953684145951,0.8916851821763002,58.85122202363581,scene_bridge_city
unknown,static_object.traffic_sign,31.792588459437628,0.3995164901538114,104,0,104,260.3146617551647,0.0,260.3146617551647,scene_bridge_city
unknown,vehicle.car,51.15188387833535,10.35746192519689,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,30.183465679481507,2.472417048081333,304,1,305,122.95660242106516,0.4044625079640301,123.3610649290292,scene_bridge_city
unknown,vehicle.car,8.77500147493183,11.968065602738148,2074,6,2080,173.29450462951124,0.5013341503264549,173.7958387798377,scene_bridge_city
unknown,vehicle.car,119.41483150842768,11.719536732603578,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,49.76900934763838,0.5359172443802831,61,1,62,113.82354391402048,1.8659597362954177,115.6895036503159,scene_bridge_city
unknown,static_object.traffic_sign,35.93164360242229,1.175178207961175,127,0,127,108.06871599528144,0.0,108.06871599528144,scene_bridge_city
unknown,static_object.traffic_sign,54.53199666611944,0.8006262225859061,44,1,45,54.9569808716562,1.2490222925376409,56.20600316419384,scene_bridge_city
unknown,human.pedestrian.adult,43.38100973762366,1.7743498199484296,133,0,133,74.95703412299248,0.0,74.95703412299248,scene_bridge_city
unknown,static_object.traffic_sign,57.7715491323814,0.4673333848530254,32,0,32,68.47360158115792,0.0,68.47360158115792,scene_bridge_city
unknown,static_object.traffic_sign,179.0207438774034,0.9447676387392204,2,0,2,2.1169226357805533,0.0,2.1169226357805533,scene_bridge_city
unknown,human.pedestrian.child,32.73827808595386,1.115319468156578,151,6,157,135.38721802245217,5.379624557183528,140.76684257963566,scene_bridge_city
unknown,vehicle.trailer,5.8664646084681085,21.93506259085896,19913,11,19924,907.8159643956697,0.501480219371886,908.3174446150416,scene_bridge_city
unknown,vehicle.trailer,11.601533581199858,147.25528318465885,377,4,381,2.5601797901352046,0.0271637113011692,2.587343501436374,scene_bridge_city
unknown,vehicle.car,37.83620173392177,11.167759149251587,4,0,4,0.3581739135436191,0.0,0.3581739135436191,scene_bridge_city
unknown,static_object.traffic_sign,37.36344851209357,0.8666675681360644,36,1,37,41.53841833198505,1.1538449536662514,42.6922632856513,scene_bridge_city
unknown,vehicle.car,89.84188114729989,23.11691435588484,0,1,1,0.0,0.0432583685090926,0.0432583685090926,scene_bridge_city
unknown,human.pedestrian.adult,34.78825135470043,0.9481401419077315,79,4,83,83.32101606946613,4.218785623770437,87.53980169323656,scene_bridge_city
unknown,vehicle.car,159.9976875338904,20.310370526137547,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,vehicle.car,43.4178736078195,11.146857280071126,157,3,160,14.084687374682009,0.2691341536563441,14.35382152833835,scene_bridge_city
unknown,vehicle.other,18.601924039313836,18.555540110024115,294,5,299,15.844324565964785,0.2694613021422583,16.113785868107044,scene_bridge_city
unknown,vehicle.car,167.49226803225042,10.729480905077098,0,1,1,0.0,0.0932011537973667,0.0932011537973667,scene_bridge_city
unknown,vehicle.car,158.34830152207343,13.819133071195417,7,1,8,0.506544076530444,0.0723634395043491,0.5789075160347931,scene_bridge_city
unknown,vehicle.car,41.68075288265557,11.801875405174194,103,1,104,8.727426486373734,0.084732295984211,8.812158782357946,scene_bridge_city
unknown,vehicle.car,92.56022371156529,14.154947794307516,5,5,10,0.3532333762481819,0.3532333762481819,0.7064667524963639,scene_bridge_city
unknown,static_object.traffic_sign,43.47887317448384,2.9443438406358737,167,1,168,56.71891906616924,0.3396342459052049,57.05855331207444,scene_bridge_city
unknown,vehicle.car,118.73507057416568,11.628297873152762,1,1,2,0.0859971090273482,0.0859971090273482,0.1719942180546965,scene_bridge_city
unknown,vehicle.truck,5.799894433977789,59.74445165663614,2257,8,2265,37.77756657591321,0.1339036475885271,37.91147022350174,scene_bridge_city
unknown,vehicle.truck,86.02105003061003,42.2950765777538,178,5,183,4.20852766805543,0.1182170693273997,4.326744737382829,scene_bridge_city
unknown,animal,26.390497518165063,0.281182628726166,11,0,11,39.12048212164812,0.0,39.12048212164812,scene_bridge_city
unknown,vehicle.car,67.90984390783672,12.55362050698804,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,56.10654467767726,0.6642727537572971,52,0,52,78.2810971936974,0.0,78.2810971936974,scene_bridge_city
unknown,static_object.traffic_sign,26.34860029716781,0.584939814878255,17,0,17,29.06281905863812,0.0,29.06281905863812,scene_bridge_city
unknown,static_object.traffic_sign,68.98269018751655,0.5397894349126157,55,0,55,101.89158298161898,0.0,101.89158298161898,scene_bridge_city
unknown,human.pedestrian.adult,35.64492379797722,1.1622209470446798,69,3,72,59.36908999571438,2.5812647824223647,61.95035477813675,scene_bridge_city
unknown,static_object.traffic_sign,153.99859049298877,8.497503759563047,4,0,4,0.4707264760546202,0.0,0.4707264760546202,scene_bridge_city
unknown,static_object.traffic_sign,40.52780938513321,0.2491198963194106,26,1,27,104.3674165898975,4.014131407303751,108.38154799720124,scene_bridge_city
unknown,vehicle.car,40.18818162955647,13.834238388396525,353,3,356,25.5164028614744,0.2168532821088475,25.733256143583244,scene_bridge_city
unknown,static_object.traffic_sign,44.37203538183397,0.9604478132679414,40,1,41,41.64723938919624,1.0411809847299058,42.68842037392614,scene_bridge_city
unknown,vehicle.car,161.31565676305556,10.634461684476223,0,1,1,0.0,0.0940339087835317,0.0940339087835317,scene_bridge_city
unknown,static_object.traffic_sign,69.18264569605408,0.7804185799567803,29,0,29,37.159545844751705,0.0,37.159545844751705,scene_bridge_city
unknown,vehicle.car,97.28839388378684,7.928514384059733,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,static_object.traffic_sign,187.83483280657,3.2789455826062865,3,0,3,0.9149282671581986,0.0,0.9149282671581986,scene_bridge_city
unknown,static_object.traffic_sign,85.22870346824362,0.5352067725930104,9,0,9,16.81593070355989,0.0,16.81593070355989,scene_bridge_city
unknown,static_object.traffic_sign,156.84221704219803,0.6472139740840499,2,0,2,3.0901681361723377,0.0,3.0901681361723377,scene_bridge_city
unknown,static_object.traffic_sign,46.73204979975319,0.0863222336328397,6,0,6,69.5070058719774,0.0,69.5070058719774,scene_bridge_city
unknown,vehicle.car,102.8574636662294,13.9087643589911,3,3,6,0.2156913383941757,0.2156913383941757,0.4313826767883514,scene_bridge_city
unknown,static_object.traffic_sign,68.09987663607991,0.888800061402885,39,0,39,43.87938490737981,0.0,43.87938490737981,scene_bridge_city
unknown,static_object.traffic_sign,55.57654507278128,1.2989570382956197,53,0,53,40.801965297899365,0.0,40.801965297899365,scene_bridge_city
unknown,vehicle.car,145.55688846527133,12.623203549235894,1,0,1,0.0792191931390135,0.0,0.0792191931390135,scene_bridge_city
unknown,static_object.traffic_sign,63.69413359227247,0.9508644568083374,31,0,31,32.601912689064335,0.0,32.601912689064335,scene_bridge_city
unknown,vehicle.car,181.14564524080149,22.5975508358965,0,0,0,0.0,0.0,0.0,scene_bridge_city
unknown,vehicle.truck,139.97647823306215,21.72844534550744,1,0,1,0.0460226207673325,0.0,0.0460226207673325,scene_bridge_city
unknown,static_object.traffic_sign,37.76878304926662,0.477431754494625,163,0,163,341.41005173093293,0.0,341.41005173093293,scene_bridge_city
unknown,vehicle.car,9.343220272719924,14.22365550420164,1752,6,1758,123.17508670555628,0.4218324887176585,123.59691919427394,scene_bridge_city
unknown,vehicle.car,43.15959299094913,13.358254749480755,360,2,362,26.94962828239171,0.1497201571243984,27.09934843951611,scene_bridge_city
unknown,human.pedestrian.stroller,33.712374505220275,1.172115122522833,33,1,34,28.154231069872708,0.8531585172688699,29.007389587141574,scene_bridge_city
unknown,vehicle.car,126.50974444372318,17.005445742481697,2,0,2,0.1176093840929881,0.0,0.1176093840929881,scene_bridge_city
unknown,vehicle.car,88.39678187274578,8.09028238001352,9,0,9,1.112445719105414,0.0,1.112445719105414,scene_bridge_city
unknown,static_object.traffic_sign,79.61130072393564,0.3092243957372687,8,0,8,25.87117999188256,0.0,25.87117999188256,scene_bridge_city
unknown,static_object.traffic_sign,21.235430710109878,0.0845618868502798,1,0,1,11.825658547219255,0.0,11.825658547219255,scene_bridge_city
unknown,vehicle.car,103.4566266429236,10.586783278774924,2,0,2,0.1889147956782803,0.0,0.1889147956782803,scene_bridge_city
unknown,static_object.traffic_sign,58.683090381163474,0.1361833820490623,4,1,5,29.372159361991255,7.3430398404978146,36.71519920248908,scene_bridge_city
unknown,vehicle.car,111.82906652643533,14.333935583743072,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,vehicle.car,148.13187253401406,14.55988221980486,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,vehicle.car,39.796734355002,11.558601776328882,8,0,8,0.6921252375337801,0.0,0.6921252375337801,scene_clear_city
unknown,vehicle.motorcycle,152.93558129092034,4.19406742487706,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,static_object.traffic_sign,126.59429640129471,3.316029800009162,6,0,6,1.8093926658872077,0.0,1.8093926658872077,scene_clear_city
unknown,vehicle.car,100.8065199314615,8.905428339189479,32,3,35,3.593313963257657,0.3368731840554053,3.9301871473130623,scene_clear_city
unknown,vehicle.car,186.76434873013145,12.956162409509378,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,vehicle.car,176.22214754430595,14.803971727310223,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,vehicle.ego_trailer,5.17772238966017,159.71989535239643,410,2,412,2.566993918293025,0.0125219215526489,2.5795158398456737,scene_clear_city
unknown,static_object.traffic_sign,47.7596461713191,0.4522413550930786,29,0,29,64.12505108921613,0.0,64.12505108921613,scene_clear_city
unknown,static_object.traffic_sign,47.6441166031608,0.1782770233314546,20,0,20,112.18495589763006,0.0,112.18495589763006,scene_clear_city
unknown,vehicle.car,75.82191173971869,11.448455030285189,3,1,4,0.2620440917192709,0.0873480305730902,0.3493921222923611,scene_clear_city
unknown,vehicle.car,110.82144932688396,16.089781922628752,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,vehicle.car,55.4900540009224,12.135982694286858,108,1,109,8.89915573551717,0.0823995901436775,8.981555325660848,scene_clear_city
unknown,static_object.traffic_sign,8.277680547720415,0.0788788583490917,91,0,91,1153.6678129552035,0.0,1153.6678129552035,scene_clear_city
unknown,vehicle.car,59.44971082416891,9.70630628653724,52,1,53,5.357341759565593,0.1030258030685691,5.460367562634163,scene_clear_city
unknown,human.pedestrian.adult,21.300148300122977,1.1933481898807248,14,1,15,11.731697520234476,0.8379783943024626,12.56967591453694,scene_clear_city
unknown,static_object.traffic_sign,67.55350829681429,0.8019890776536005,28,1,29,34.91319368328594,1.2468997744030692,36.16009345768901,scene_clear_city
unknown,vehicle.car,144.92454324618808,7.457010221356123,0,0,0,0.0,0.0,0.0,scene_clear_city
unknown,vehicle.car,48.05894708989257,17.343537310675515,444,4,448,25.60031394095733,0.2306334589275435,25.830947399884877,scene_clear_city
unknown,vehicle.car,46.82035172394229,13.579863849017654,36,0,36,2.6509838684873253,0.0,2.6509838684873253,scene_clear_city
unknown,static_object.traffic_sign,142.395085956249,2.814732520751355,1,0,1,0.3552735446894483,0.0,0.3552735446894483,scene_clear_city
unknown,static_object.traffic_sign,34.61377985268493,0.8748291412840373,121,0,121,138.31272221042076,0.0,138.31272221042076,scene_clear_city
unknown,static_object.traffic_sign,163.1927327386866,0.896067535860833,2,0,2,2.2319746224023644,0.0,2.2319746224023644,scene_clear_city
unknown,static_object.traffic_sign,25.886318008043496,1.2474887322181465,147,1,148,117.8367356782621,0.8016104467908987,118.638346125053,scene_clear_city
unknown,static_object.traffic_sign,31.704927192979536,0.7763599256563272,24,0,24,30.913496700271637,0.0,30.913496700271637,scene_clear_city
